char,genre,title,line_count,pkey
COURFEYRAC,Musical,lesmiserables,37,courfeyrac-lesmiserables
BABY'D,Comedy,nextfriday,24,baby'd-nextfriday
KA TSUMOTO,Adventure,lastsamuraithe,71,ka_tsumoto-lastsamuraithe
AMBASSADOR SWANBECK,Adventure,lastsamuraithe,26,ambassador_swanbeck-lastsamuraithe
YUSSEF,Thriller,babel,132,yussef-babel
JOSHUA,Horror,eightleggedfreaks,84,joshua-eightleggedfreaks
BELLYGUNNER,Animation,heavymetal,32,bellygunner-heavymetal
ARCHIE,Drama,aptpupil,78,archie-aptpupil
DJAMILA,Drama,battleofalgiersthe,21,djamila-battleofalgiersthe
PRESIDENT RVELT,Drama,pearlharbor,23,president_rvelt-pearlharbor
ELIZABETH,Mystery,godfatherpartiiithe,36,elizabeth-godfatherpartiiithe
WOMAN #2,Family,threemenandababy,22,woman_#2-threemenandababy
LUCY,Comedy,moonstruck,21,lucy-moonstruck
(CONTINUED),Comedy,observeandreport,228,(continued)-observeandreport
TONY,Crime,ronin,76,tony-ronin
MRS ROSI,Drama,hesher,26,mrs_rosi-hesher
ELVIS,Comedy,forrestgump,31,elvis-forrestgump
MATT,Drama,chronicle,643,matt-chronicle
FOX,Thriller,darkknightrisesthe,205,fox-darkknightrisesthe
SUBURBANITE,Comedy,coolerthe,24,suburbanite-coolerthe
OMURA,War,lastsamuraithe,291,omura-lastsamuraithe
DEAN,Thriller,airforceone,54,dean-airforceone
BLUE,Crime,takingofpelhamonetwothreethe,192,blue-takingofpelhamonetwothreethe
SCHUYLER,Romance,youvegotmail,35,schuyler-youvegotmail
"TEDDY, NOT THEODORE... TED... Yes,",Drama,fourrooms,25,"teddy,_not_theodore..._ted..._yes,-fourrooms"
LARKIN,Drama,sixdegreesofseparation,27,larkin-sixdegreesofseparation
BRAGNAE,Action,tristanandisolde,40,bragnae-tristanandisolde
SENATOR,Drama,sweetsmellofsuccess,46,senator-sweetsmellofsuccess
ARKADI,Thriller,mutewitness,22,arkadi-mutewitness
COMMENTATOR,Drama,rocky,69,commentator-rocky
GAS,Sci-Fi,existenz,31,gas-existenz
DIANE,Comedy,election,31,diane-election
GEORGE CLEWS,Mystery,tallinthesaddle,57,george_clews-tallinthesaddle
CHASE,Thriller,lifeofdavidgalethe,37,chase-lifeofdavidgalethe
STEWARDESS,Sci-Fi,fifthelementthe,23,stewardess-fifthelementthe
BRAD HELMS,Sci-Fi,megamind,81,brad_helms-megamind
MARTIN,Mystery,super8,119,martin-super8
CYNTHIA,Horror,mulhollanddrive,63,cynthia-mulhollanddrive
QUINCE (cont'd),Romance,almostfamous,21,quince_(cont'd)-almostfamous
MISS CASWELL,Drama,allabouteve,43,miss_caswell-allabouteve
YAKAVETTA,Crime,boondocksaintsthe,88,yakavetta-boondocksaintsthe
SAITO,Mystery,inception,245,saito-inception
BLANE,Drama,heist,318,blane-heist
WALTER,Drama,waterforelephants,25,walter-waterforelephants
DUDE,Mystery,biglebowskithe,1142,dude-biglebowskithe
AROJAZ,Adventure,1492conquestofparadise,100,arojaz-1492conquestofparadise
(BEAT),Comedy,sandlotkidsthe,196,(beat)-sandlotkidsthe
JABBA,Adventure,starwarsanewhope,39,jabba-starwarsanewhope
OUISA (VO),Comedy,sixdegreesofseparation,24,ouisa_(vo)-sixdegreesofseparation
BOB,Romance,chasingamy,81,bob-chasingamy
NAZORINE,Crime,godfather,22,nazorine-godfather
TREVOR,Comedy,slither,112,trevor-slither
TOMMY,Horror,carrie,470,tommy-carrie
HERNDON,Thriller,informantthe,78,herndon-informantthe
GARDNER,Western,roughshod,40,gardner-roughshod
DAVIS,Thriller,cliffhanger,47,davis-cliffhanger
YUNG,Thriller,tomorrowneverdies,51,yung-tomorrowneverdies
WHISTLER,Fantasy,bladetrinity,41,whistler-bladetrinity
PETROVA,Comedy,privatelifeofsherlockholmesthe,44,petrova-privatelifeofsherlockholmesthe
WALTER,Romance,runawaybride,67,walter-runawaybride
LUCY,Comedy,yesman,157,lucy-yesman
STANLEY,Comedy,storytelling,27,stanley-storytelling
HARRIET,Romance,soimarriedanaxemurderer,589,harriet-soimarriedanaxemurderer
CARLOS,Drama,littleathens,148,carlos-littleathens
CALIBANOS,Crime,blow,25,calibanos-blow
DEAN TAINOT,Comedy,larrycrowne,135,dean_tainot-larrycrowne
ESCO,Drama,coldmountain,72,esco-coldmountain
PO,Action,kungfupanda,717,po-kungfupanda
REESE,Romance,terminator,556,reese-terminator
BANKROBBER,Drama,departedthe,25,bankrobber-departedthe
MRS. DN,Drama,bodiesrestmotion,28,mrs._dn-bodiesrestmotion
DANNY,Drama,americanhistoryx,151,danny-americanhistoryx
INTERROGATOR,Crime,spartan,42,interrogator-spartan
NICOLI,Crime,frenchconnectionthe,28,nicoli-frenchconnectionthe
RICHARD,Thriller,fromdusktilldawn,292,richard-fromdusktilldawn
LT. BERGIN,Sci-Fi,irobot,115,lt._bergin-irobot
FRAN,Drama,heist,341,fran-heist
TAPP,Thriller,saw,149,tapp-saw
BILLY,Drama,sweethereafterthe,219,billy-sweethereafterthe
SAM,Romance,sleeplessinseattle,767,sam-sleeplessinseattle
JANET,Drama,beinghuman,46,janet-beinghuman
VIETNAM TOM,Crime,sdarko,21,vietnam_tom-sdarko
BILLIE,Crime,stingthe,72,billie-stingthe
GEORGE,Drama,itsawonderfullife,2062,george-itsawonderfullife
SEAN,Thriller,jaws2,90,sean-jaws2
FIRESTONE,Comedy,jerrymaguire,21,firestone-jerrymaguire
WALTER (cont'd),Drama,insomnia,98,walter_(cont'd)-insomnia
BUD,Adventure,abyssthe,486,bud-abyssthe
RIKER,Adventure,startreknemesis,181,riker-startreknemesis
SAMUEL,Drama,manonfire,132,samuel-manonfire
THENARDIER,Drama,lesmiserables,392,thenardier-lesmiserables
AGENT,Comedy,hudsuckerproxythe,43,agent-hudsuckerproxythe
JOHN BRIDGER,Adventure,italianjobthe,78,john_bridger-italianjobthe
DOC (cont'd),Thriller,whiteout,70,doc_(cont'd)-whiteout
SINDELL,Horror,misery,96,sindell-misery
PETE,Drama,bonnieandclyde,24,pete-bonnieandclyde
VOICE,Thriller,scream3,162,voice-scream3
BETH,Drama,hesjustnotthatintoyou,225,beth-hesjustnotthatintoyou
BOY,Drama,cincinnatikidthe,23,boy-cincinnatikidthe
MICHAEL SOLO,Drama,weownthenight,177,michael_solo-weownthenight
LT. COLONEL SAM PLAME,Action,fairgame,62,lt._colonel_sam_plame-fairgame
ML,Comedy,dotherightthing,86,ml-dotherightthing
SHEP,Comedy,fargo,33,shep-fargo
TOM,Animation,beavisandbuttheaddoamerica,63,tom-beavisandbuttheaddoamerica
LOIS,Thriller,verybadthings,88,lois-verybadthings
CRUIKSHANK,Romance,charade,54,cruikshank-charade
MADDY,War,coldmountain,84,maddy-coldmountain
BAM! Here comes those IMAGES AGAIN:,Crime,suspectzero,28,bam!_here_comes_those_images_again:-suspectzero
DORIS,Crime,manwhowasnttherethe,102,doris-manwhowasnttherethe
OHASHI,Action,blackrain,77,ohashi-blackrain
MOTHER,Comedy,custody,117,mother-custody
BEN,Sci-Fi,starwarstheempirestrikesback,32,ben-starwarstheempirestrikesback
DOC RIDING,Western,tallinthesaddle,52,doc_riding-tallinthesaddle
FRANKLIN,Comedy,beingthere,213,franklin-beingthere
BOURNE,Adventure,bourneidentitythe,564,bourne-bourneidentitythe
ANDREW,Drama,warhorse,48,andrew-warhorse
(BEAT),Drama,savingmrbanks,160,(beat)-savingmrbanks
DOREEN,Drama,hardrain,90,doreen-hardrain
FLOYD,Drama,stingthe,42,floyd-stingthe
JIM,Drama,upintheair,76,jim-upintheair
SUITED MAN,Drama,clerks,54,suited_man-clerks
WATSON,Drama,aliennation,21,watson-aliennation
MRS. PAZZI,Horror,hannibal,79,mrs._pazzi-hannibal
STANTZ,Adventure,ghostbusters2,468,stantz-ghostbusters2
HANK,Drama,wonderboys,41,hank-wonderboys
