char,genre,title,line_count,pkey
RACHEL,Thriller,waroftheworlds,267,rachel-waroftheworlds
MARVIN,Comedy,serialmom,23,marvin-serialmom
SIGY,Thriller,mrbrooks,34,sigy-mrbrooks
MR. CARSON,Drama,littleathens,47,mr._carson-littleathens
DR. GOODFELLOW,Action,tombstone,24,dr._goodfellow-tombstone
COMBS,Comedy,stingthe,47,combs-stingthe
MARGE,Comedy,fargo,582,marge-fargo
MARTIN,Horror,cellthe,34,martin-cellthe
HELEN,Horror,birdsthe,45,helen-birdsthe
BUDDY (O.C.),Action,jimmyandjudy,46,buddy_(o.c.)-jimmyandjudy
RANDY,Horror,scream3,38,randy-scream3
MILES,Action,inception,56,miles-inception
EMILIO,Crime,colombiana,189,emilio-colombiana
POLICEMAN,Comedy,observeandreport,28,policeman-observeandreport
GOTH GIRL,Thriller,jennifersbody,49,goth_girl-jennifersbody
AGENT MARIA HILL,Sci-Fi,avengersthe2012,67,agent_maria_hill-avengersthe2012
BERTHA MAE,Musical,honeydripper,81,bertha_mae-honeydripper
MADAME THENARDIER,Drama,lesmiserables,134,madame_thenardier-lesmiserables
COLONEL OLIVER,Thriller,hotelrwanda,157,colonel_oliver-hotelrwanda
OLD MAN,Action,irobot,37,old_man-irobot
HELEN,Comedy,whosyourdaddy,70,helen-whosyourdaddy
KYLE,Drama,alien3,62,kyle-alien3
BLAZE,Fantasy,ghostrider,163,blaze-ghostrider
JIMMY,Thriller,boondocksaints2allsaintsday,27,jimmy-boondocksaints2allsaintsday
JACK (OFF),Thriller,shiningthe,49,jack_(off)-shiningthe
BEN,Crime,bluevelvet,35,ben-bluevelvet
GROCER,Crime,grossepointblank,72,grocer-grossepointblank
PILLSBURY,Horror,landofthedead,33,pillsbury-landofthedead
YORGI,Adventure,xxx,292,yorgi-xxx
CARTER,Drama,getcarter,887,carter-getcarter
MERCUTIO,Crime,romeojuliet,152,mercutio-romeojuliet
COACH,Comedy,buffythevampireslayer,40,coach-buffythevampireslayer
DR. MATHISON,Drama,unbreakable,22,dr._mathison-unbreakable
SARAH,Drama,autumninnewyork,31,sarah-autumninnewyork
BANK CUSTOMER,Comedy,yesman,41,bank_customer-yesman
JUDGE FRANKEL,Thriller,siegethe,34,judge_frankel-siegethe
KILLICK,Action,masterandcommander,42,killick-masterandcommander
SHEPARD,Action,badcountry,50,shepard-badcountry
FRODO,Action,lordoftheringsthetwotowers,72,frodo-lordoftheringsthetwotowers
ABILENE COP #1,Thriller,suspectzero,40,abilene_cop_#1-suspectzero
ELLIS,Thriller,diehard,131,ellis-diehard
HOOPER,Romance,chasingamy,339,hooper-chasingamy
SMEAGOL,Fantasy,lordoftheringsreturnoftheking,55,smeagol-lordoftheringsreturnoftheking
GREY,Drama,takingofpelhamonetwothreethe,22,grey-takingofpelhamonetwothreethe
STARGHER KING,Horror,cellthe,55,stargher_king-cellthe
DOC,Action,minorityreport,60,doc-minorityreport
BEAVIS,Comedy,beavisandbuttheaddoamerica,344,beavis-beavisandbuttheaddoamerica
"ONE, boy!",Comedy,aladdin,22,"one,_boy!-aladdin"
VIDERAH,Drama,terminator2judgementday,24,viderah-terminator2judgementday
DEREK,Drama,blow,123,derek-blow
MICHAEL,Family,threemenandababy,1025,michael-threemenandababy
VOICE,Drama,angelsdemons,22,voice-angelsdemons
IRIS,Mystery,strangedays,25,iris-strangedays
STEVIE,Crime,observeandreport,69,stevie-observeandreport
PAVEL LUBYARSKY,Crime,weownthenight,35,pavel_lubyarsky-weownthenight
BILL,Thriller,colorofnight,1042,bill-colorofnight
KADER,War,battleofalgiersthe,160,kader-battleofalgiersthe
STEWART,Romance,bountyhunterthe,63,stewart-bountyhunterthe
SANTIAGO,Drama,blow,23,santiago-blow
QUOYLE (reads),Romance,shippingnewsthe,40,quoyle_(reads)-shippingnewsthe
SKILLZ,Romance,celestejesseforever,49,skillz-celestejesseforever
DONEGHY,Drama,verdictthe,60,doneghy-verdictthe
THE BEAK,Thriller,carrie,48,the_beak-carrie
THE BRIDE *,Action,killbillvolume12,66,the_bride_*-killbillvolume12
DOUG,Mystery,grudgethe,151,doug-grudgethe
DR. KUNI,Romance,knockedup,120,dr._kuni-knockedup
(CONTINUED),Crime,mariachiel,82,(continued)-mariachiel
DUSSANDER,Thriller,aptpupil,1028,dussander-aptpupil
ELLEN,Action,soldier,21,ellen-soldier
ADAM LEAVITT,Action,kingdomthe,155,adam_leavitt-kingdomthe
OTHER MR. BOBINSKY,Animation,coraline,31,other_mr._bobinsky-coraline
REUBEN,Crime,oceanstwelve,145,reuben-oceanstwelve
STELLA,Crime,italianjobthe,264,stella-italianjobthe
SIBEAL,Drama,boondocksaints2allsaintsday,30,sibeal-boondocksaints2allsaintsday
ARAGORN (cont'd),Action,lordoftheringsreturnoftheking,31,aragorn_(cont'd)-lordoftheringsreturnoftheking
ROMEO (CONT.),Romance,romeojuliet,87,romeo_(cont.)-romeojuliet
ALICE,Drama,whitesquall,67,alice-whitesquall
KAUFMAN,Comedy,adaptation,948,kaufman-adaptation
KRISTI,Thriller,127hours,54,kristi-127hours
MURNEY,Action,pacifierthe,116,murney-pacifierthe
JACK,Comedy,threemenandababy,1031,jack-threemenandababy
ARIN,Comedy,somethingsgottagive,21,arin-somethingsgottagive
LOUIS FALSETTI,Drama,weownthenight,195,louis_falsetti-weownthenight
TOP DOLLAR,Horror,crowthe,71,top_dollar-crowthe
ANDY (BRITISH) (cont'd),Comedy,manonthemoon,24,andy_(british)_(cont'd)-manonthemoon
INDY,Adventure,indianajonesandtheraidersofthelostark,591,indy-indianajonesandtheraidersofthelostark
SARA,Horror,roommatethe,326,sara-roommatethe
TYRELL (cont'd),Mystery,istillknowwhatyoudidlastsummer,25,tyrell_(cont'd)-istillknowwhatyoudidlastsummer
NASIM,Romance,visitorthe,29,nasim-visitorthe
FRODO (cont'd),Action,lordoftheringsreturnoftheking,29,frodo_(cont'd)-lordoftheringsreturnoftheking
RYAN,Action,colombiana,24,ryan-colombiana
TROY,Comedy,littleathens,28,troy-littleathens
DEE,Sci-Fi,meninblack,21,dee-meninblack
BILLY,Drama,departedthe,763,billy-departedthe
CASTOR,Crime,faceoff,575,castor-faceoff
ACOSTA,Drama,smokinaces,62,acosta-smokinaces
BUSINESSMAN,Comedy,fasttimesatridgemonthigh,42,businessman-fasttimesatridgemonthigh
JODY,Action,cryinggame,393,jody-cryinggame
FOLLETT,Comedy,mumford,151,follett-mumford
PROF. WEST,Action,2012,42,prof._west-2012
TOM,Comedy,beavisandbuttheaddoamerica,63,tom-beavisandbuttheaddoamerica
BRANDON,Comedy,twoforthemoney,360,brandon-twoforthemoney
FRANK,Family,megamind,53,frank-megamind
DAVIS,Crime,midnightexpress,31,davis-midnightexpress
LEO,Drama,americanpresidentthe,88,leo-americanpresidentthe
CLE OPERATOR 2,Sci-Fi,perfectcreature,24,cle_operator_2-perfectcreature
BRITISH ASSHOLE (VO),Action,cellular,23,british_asshole_(vo)-cellular
LAUREL,Comedy,jerrymaguire,111,laurel-jerrymaguire
NELL,Comedy,observeandreport,178,nell-observeandreport
PATRICE,Fantasy,kateleopold,24,patrice-kateleopold
FEDORCHUK,Sci-Fi,aliennation,49,fedorchuk-aliennation
HELEN,Romance,birdsthe,45,helen-birdsthe
PAUL,Drama,crazylove,208,paul-crazylove
"FIRST POLICE OFFICER (scornfully): Well, all",Crime,whiteribbonthe,22,"first_police_officer_(scornfully):_well,_all-whiteribbonthe"
BARRY,Sci-Fi,residentevil,118,barry-residentevil
FEMALE REPORTER,Comedy,observeandreport,61,female_reporter-observeandreport
OLD MATLIN,Horror,hellboy,28,old_matlin-hellboy
RALPH,Comedy,arthur,61,ralph-arthur
"NARRATOR: On the Sunday between those dates, the",Mystery,whiteribbonthe,49,"narrator:_on_the_sunday_between_those_dates,_the-whiteribbonthe"
KELLY,Adventure,jurassicparkthelostworld,80,kelly-jurassicparkthelostworld
DELONGPREE,Thriller,jasonx,34,delongpree-jasonx
MISS STEIN,Drama,helpthe,71,miss_stein-helpthe
HARDEMEYER,Sci-Fi,ghostbusters2,65,hardemeyer-ghostbusters2
ARCHIE,Drama,cradle2thegrave,216,archie-cradle2thegrave
VOICE,Thriller,jacobsladder,46,voice-jacobsladder
DIANE,Comedy,sugarandspice,437,diane-sugarandspice
CABLE,Mystery,klute,219,cable-klute
THUNK,Adventure,croodsthe,197,thunk-croodsthe
MURRAY,Crime,americanhistoryx,25,murray-americanhistoryx
MAJOR BELL,Drama,starman,98,major_bell-starman
COATES,Drama,laconfidential,42,coates-laconfidential
HARMSWAY,Adventure,tomorrowneverdies,657,harmsway-tomorrowneverdies
BMAN,Comedy,feast,144,bman-feast
JASON,Comedy,thisis40,109,jason-thisis40
CYNTHIA,Romance,walktoremembera,181,cynthia-walktoremembera
LOUIS,Action,manintheironmask,385,louis-manintheironmask
FLASH CUT TO:,Drama,donniebrasco,38,flash_cut_to:-donniebrasco
YOKO,Horror,grudgethe,29,yoko-grudgethe
COSTA,Crime,takinglives,511,costa-takinglives
TRINA,Thriller,klute,36,trina-klute
WISDOM,Action,next,226,wisdom-next
DR. OATMAN,Romance,grossepointblank,67,dr._oatman-grossepointblank
GIMLI,Adventure,lordoftheringsfellowshipoftheringthe,94,gimli-lordoftheringsfellowshipoftheringthe
MATER'S COMPUTER,Animation,cars2,32,mater's_computer-cars2
BRITISH AIR COMMANDER,War,pearlharbor,23,british_air_commander-pearlharbor
MURPHY,Drama,hisgirlfriday,207,murphy-hisgirlfriday
OFF HARRY,Drama,brokenembraces,75,off_harry-brokenembraces
DIL,Action,cryinggame,718,dil-cryinggame
AUGUSTUS,Horror,perfectcreature,222,augustus-perfectcreature
MACKELWAY,Horror,suspectzero,804,mackelway-suspectzero
GRANDFATHER,Adventure,princessbridethe,231,grandfather-princessbridethe
RANDAL,Drama,clerks,1155,randal-clerks
JOE,Crime,looper,175,joe-looper
BILLY,Thriller,lordofillusions,84,billy-lordofillusions
AVI,Drama,magnolia,23,avi-magnolia
CARRIE (cont'd),Drama,whiteout,168,carrie_(cont'd)-whiteout
MANAGER,Comedy,punchdrunklove,39,manager-punchdrunklove
AUSTIN,Adventure,heavymetal,25,austin-heavymetal
SARACEN,Drama,robinhoodprinceofthieves,44,saracen-robinhoodprinceofthieves
COMPUTER,Sci-Fi,missiontomars,30,computer-missiontomars
FATE,Thriller,vforvendetta,37,fate-vforvendetta
MORPHEUS,Thriller,matrixthe,576,morpheus-matrixthe
NATHAN,Romance,hesjustnotthatintoyou,36,nathan-hesjustnotthatintoyou
O'RYAN,Crime,suspectzero,652,o'ryan-suspectzero
HERSHEY,Action,judgedredd,113,hershey-judgedredd
DAVID,Drama,moneyball,22,david-moneyball
JUDGE,Adventure,ghostbusters2,77,judge-ghostbusters2
TEDDY,Thriller,memento,426,teddy-memento
OLD WOMAN,Drama,laboroflove,23,old_woman-laboroflove
HENDRICKS,Adventure,jaws2,159,hendricks-jaws2
CARTER,Horror,finaldestination,116,carter-finaldestination
WE GOT A LOT TO DO...ROGER...,Action,dawnofthedead,25,we_got_a_lot_to_do...roger...-dawnofthedead
PENNY (cont'd),Romance,almostfamous,33,penny_(cont'd)-almostfamous
WILL SCARLET,Action,robinhoodprinceofthieves,153,will_scarlet-robinhoodprinceofthieves
MARCON,Thriller,lastboyscoutthe,218,marcon-lastboyscoutthe
GRAHAM,Drama,signs,815,graham-signs
GRAHAM,Drama,manhunter,1111,graham-manhunter
PERCEVAL,Drama,excalibur,108,perceval-excalibur
PIPPIN,Adventure,lordoftheringsreturnoftheking,122,pippin-lordoftheringsreturnoftheking
AMANDA,Romance,burningannie,37,amanda-burningannie
AL,Drama,1492conquestofparadise,44,al-1492conquestofparadise
DEAN COVENTRY,Adventure,indianajonesiv,23,dean_coventry-indianajonesiv
TAGGE,Fantasy,starwarsanewhope,21,tagge-starwarsanewhope
PAUL,Drama,doorsthe,62,paul-doorsthe
OWEN,Sci-Fi,starwarsattackoftheclones,28,owen-starwarsattackoftheclones
CINDY,Romance,bluevalentine,275,cindy-bluevalentine
ALICE,Drama,airforceone,123,alice-airforceone
SUPERVISOR,Drama,limeythe,38,supervisor-limeythe
JANE,Drama,erinbrockovich,35,jane-erinbrockovich
QUAID,Fantasy,lordofillusions,65,quaid-lordofillusions
LAUREL,Romance,jerrymaguire,111,laurel-jerrymaguire
WARDEN,War,fromheretoeternity,655,warden-fromheretoeternity
ERNESTO,Thriller,brokenembraces,80,ernesto-brokenembraces
TOMLIN,Drama,cellular,83,tomlin-cellular
RICARDO,Thriller,killingzoe,83,ricardo-killingzoe
MARLON,Sci-Fi,trumanshowthe,226,marlon-trumanshowthe
SIDNEY,Mystery,scream2,325,sidney-scream2
THEO (cont'd),Horror,hauntingthe,37,theo_(cont'd)-hauntingthe
JOHNNY,Mystery,minorityreport,32,johnny-minorityreport
RIPLEY,Action,aliens,753,ripley-aliens
MRS MATHEWS,Thriller,8mm,148,mrs_mathews-8mm
GRANGE,Thriller,crowthe,75,grange-crowthe
TREADWELL,War,fromheretoeternity,33,treadwell-fromheretoeternity
BODKIN,Action,tristanandisolde,23,bodkin-tristanandisolde
PILCHER,Thriller,silenceofthelambs,31,pilcher-silenceofthelambs
MOTHER,Comedy,jayandsilentbobstrikeback,27,mother-jayandsilentbobstrikeback
CHARLIE,Fantasy,kateleopold,386,charlie-kateleopold
BRADY,Comedy,storytelling,63,brady-storytelling
ANWAR,Thriller,babel,272,anwar-babel
RUTH,Romance,intolerablecruelty,133,ruth-intolerablecruelty
ALL			EDDIE,Musical,rockyhorrorpictureshowthe,25,all			eddie-rockyhorrorpictureshowthe
PAROLE OFFICER,Crime,kalifornia,64,parole_officer-kalifornia
COMINIUS,Thriller,coriolanus,21,cominius-coriolanus
DAVID,Drama,takingsides,217,david-takingsides
LILA,Thriller,psycho,370,lila-psycho
BUMBLEBEE,Sci-Fi,transformersthemovie,21,bumblebee-transformersthemovie
MARGARET,Drama,fourrooms,49,margaret-fourrooms
BRAD,Horror,rockyhorrorpictureshowthe,299,brad-rockyhorrorpictureshowthe
NAVIGATOR,Horror,heavymetal,45,navigator-heavymetal
JENNIFER,Fantasy,christcomplex,25,jennifer-christcomplex
NORMAN,Drama,fourrooms,76,norman-fourrooms
DODONNA,Sci-Fi,starwarsanewhope,41,dodonna-starwarsanewhope
TYRELL,Thriller,istillknowwhatyoudidlastsummer,300,tyrell-istillknowwhatyoudidlastsummer
DASCOMBE,Thriller,vforvendetta,53,dascombe-vforvendetta
DEVEREAUX,Crime,frenchconnectionthe,73,devereaux-frenchconnectionthe
DR. LEES,Thriller,finaldestination2,24,dr._lees-finaldestination2
CAPTAIN'S VOICE,Action,totalrecall,45,captain's_voice-totalrecall
ATTENDANT,Romance,starman,21,attendant-starman
LARRY,Comedy,hesjustnotthatintoyou,29,larry-hesjustnotthatintoyou
PRESIDENT,Thriller,fairgame,33,president-fairgame
ELWELL,Drama,sweetsmellofsuccess,76,elwell-sweetsmellofsuccess
BUDD,Drama,killbillvolume12,229,budd-killbillvolume12
PETER,Action,robinhoodprinceofthieves,28,peter-robinhoodprinceofthieves
(JAFAR says the word 'princess' with the accent on,Fantasy,aladdin,28,(jafar_says_the_word_'princess'_with_the_accent_on-aladdin
CORIN,Adventure,conanthebarbarian,100,corin-conanthebarbarian
(MORE),Action,fairgame,32,(more)-fairgame
MR. MEHLOR,Thriller,hardrain,30,mr._mehlor-hardrain
AL-GHAZI,Drama,kingdomthe,44,al-ghazi-kingdomthe
DYLE,Comedy,charade,398,dyle-charade
MARTHA,Drama,searchersthe,68,martha-searchersthe
ELINOR,Romance,senseandsensibility,693,elinor-senseandsensibility
THE BRIDE (JAPANESE),Comedy,killbillvolume12,99,the_bride_(japanese)-killbillvolume12
REBECCA,Action,residentevil,57,rebecca-residentevil
DEWEY,Horror,scream2,195,dewey-scream2
MESSNER,Action,smokinaces,335,messner-smokinaces
FRANCIS,Drama,icestormthe,96,francis-icestormthe
EMBRY,Drama,erinbrockovich,40,embry-erinbrockovich
SAUL,Comedy,pineappleexpress,1016,saul-pineappleexpress
TOM,Comedy,broadcastnews,947,tom-broadcastnews
DOROTHEA,Horror,lordofillusions,274,dorothea-lordofillusions
DENISE,Drama,larrycrowne,37,denise-larrycrowne
PATRIZIA,Mystery,avventuraltheadventure,196,patrizia-avventuraltheadventure
KILPACK,Horror,eventhorizon,22,kilpack-eventhorizon
NICOLE,Comedy,livinginoblivion,387,nicole-livinginoblivion
VERONICA,Comedy,clerks,428,veronica-clerks
LYNN,Mystery,laconfidential,261,lynn-laconfidential
ELADIO,Drama,lonestar,37,eladio-lonestar
BRIGHAM,Horror,hannibal,67,brigham-hannibal
LARRY,Adventure,jaws2,74,larry-jaws2
SEAN,Drama,blindsidethe,111,sean-blindsidethe
MIRANDA,Thriller,gothika,968,miranda-gothika
SENIOR POLICE OFFICER,Drama,gandhi,55,senior_police_officer-gandhi
YOSHITAKA/GRAHAM,War,lastsamuraithe,21,yoshitaka/graham-lastsamuraithe
BELLBOY,Thriller,killingzoe,21,bellboy-killingzoe
TAI LUNG,Comedy,kungfupanda,97,tai_lung-kungfupanda
MICHAEL,Comedy,mybestfriendswedding,742,michael-mybestfriendswedding
DR. LECTER,Drama,silenceofthelambs,574,dr._lecter-silenceofthelambs
COLONEL AL-GHAZI,Thriller,kingdomthe,516,colonel_al-ghazi-kingdomthe
TERMINATOR,Action,terminator,59,terminator-terminator
DALE,Mystery,colorofnight,98,dale-colorofnight
ALBINO,Comedy,princessbridethe,29,albino-princessbridethe
BRAD,Comedy,fasttimesatridgemonthigh,291,brad-fasttimesatridgemonthigh
LAWRENCE,Comedy,trumanshowthe,44,lawrence-trumanshowthe
EDWARD (voice over),Romance,prettywomanfinalscript,62,edward_(voice_over)-prettywomanfinalscript
LIZ,Music,highfidelity,70,liz-highfidelity
JOSELLE,Drama,laboroflove,27,joselle-laboroflove
BARNEY,Mystery,chinatown,27,barney-chinatown
QUINTUS,Action,gladiator,45,quintus-gladiator
B.B.,Comedy,killbillvolume12,59,b.b.-killbillvolume12
DANIELS,Crime,takingofpelhamonetwothreethe,28,daniels-takingofpelhamonetwothreethe
"GENIE appears in his vest, then sticks his arms out and",Musical,aladdin,87,"genie_appears_in_his_vest,_then_sticks_his_arms_out_and-aladdin"
KIPLING,Sci-Fi,aliennation,23,kipling-aliennation
EMPEROR,Sci-Fi,dune,124,emperor-dune
DE VILLIERS,Drama,drywhiteseasona,162,de_villiers-drywhiteseasona
LEO,Romance,rememberme,28,leo-rememberme
TROY,Drama,littleathens,28,troy-littleathens
ISABEL,Adventure,1492conquestofparadise,92,isabel-1492conquestofparadise
ELLIE,Action,someonetowatchoverme,301,ellie-someonetowatchoverme
DIGGS,Sci-Fi,islandthe,150,diggs-islandthe
BILL,Thriller,losthighway,85,bill-losthighway
JUDGE ROBINSON,Crime,fracture,84,judge_robinson-fracture
TAPP,Mystery,saw,149,tapp-saw
SWANN,Comedy,piratesofthecaribbean,96,swann-piratesofthecaribbean
MICHAEL (Orson Welles - voice over from the film),Comedy,manhattanmurdermystery,21,michael_(orson_welles_-_voice_over_from_the_film)-manhattanmurdermystery
MARIE,Comedy,highfidelity,101,marie-highfidelity
ROONEY,Comedy,yesman,103,rooney-yesman
SEN. MARTIN,Thriller,silenceofthelambs,56,sen._martin-silenceofthelambs
MISS ADRIAN,Comedy,evencowgirlsgettheblues,98,miss_adrian-evencowgirlsgettheblues
ENSEMBLE,Musical,ducksoup,29,ensemble-ducksoup
EMMA,Adventure,avengersthe,710,emma-avengersthe
SARAH (cont'd),Sci-Fi,hollowman,32,sarah_(cont'd)-hollowman
MUMBLE (VO),Family,happyfeet,61,mumble_(vo)-happyfeet
JUDE,Drama,cryinggame,217,jude-cryinggame
MAX,Crime,midnightexpress,211,max-midnightexpress
PILOT,Crime,chinatown,49,pilot-chinatown
JUMPY,Thriller,reindeergames,104,jumpy-reindeergames
MAJOREK,War,pianistthe,54,majorek-pianistthe
TOMMY,Drama,crowsalvationthe,69,tommy-crowsalvationthe
AL,Horror,losthighway,62,al-losthighway
ROLAND (cont'd),Adventure,jurassicparkthelostworld,24,roland_(cont'd)-jurassicparkthelostworld
LEDNOV,Western,roughshod,109,lednov-roughshod
VOICE,Drama,manonfire,43,voice-manonfire
SOUTHAMPTON,Drama,anonymous,157,southampton-anonymous
DENISE,Romance,stuntmanthe,76,denise-stuntmanthe
LISA,Action,manonfire,175,lisa-manonfire
VIVIENNE,Comedy,arthur,163,vivienne-arthur
CELESTE,Drama,celestejesseforever,592,celeste-celestejesseforever
DARGUS,Crime,jackiebrown,182,dargus-jackiebrown
PHOTOGRAPHER,Drama,citizenkane,26,photographer-citizenkane
KATSUMOTO,Action,lastsamuraithe,350,katsumoto-lastsamuraithe
SHARI,Comedy,edtv,270,shari-edtv
MORGAN,Drama,aptpupil,53,morgan-aptpupil
CHARLES,Drama,observeandreport,81,charles-observeandreport
FBI AGENT,Action,breakdown,33,fbi_agent-breakdown
HEIDI,Drama,dogdayafternoon,130,heidi-dogdayafternoon
MR. SAUNDERS,Drama,youthinrevolt,42,mr._saunders-youthinrevolt
STELLA,Thriller,rearwindow,400,stella-rearwindow
AMBER,Comedy,hesjustnotthatintoyou,22,amber-hesjustnotthatintoyou
SPORTSCASTER,Thriller,fatalinstinct,29,sportscaster-fatalinstinct
JOCASTA NU,Adventure,starwarsattackoftheclones,81,jocasta_nu-starwarsattackoftheclones
NEWMAN,Mystery,fugitivethe,60,newman-fugitivethe
DR. EVIL,Comedy,austinpowersthespywhoshaggedme,492,dr._evil-austinpowersthespywhoshaggedme
PRESIDENT,Comedy,rushhour,110,president-rushhour
AIDE,Thriller,spartan,44,aide-spartan
RAY,Drama,hardrain,68,ray-hardrain
JOHN,Fantasy,prophecythe,144,john-prophecythe
NOKES,Drama,badcountry,40,nokes-badcountry
JIM,Drama,jfk,2936,jim-jfk
DORIE,War,pearlharbor,40,dorie-pearlharbor
FERRO,Action,aliens,30,ferro-aliens
EDDIE,Comedy,rockyhorrorpictureshowthe,30,eddie-rockyhorrorpictureshowthe
BARNEY BALABAN,Drama,hitchcock,73,barney_balaban-hitchcock
ADULTERER,Horror,feast,107,adulterer-feast
PINKUS,Comedy,hisgirlfriday,106,pinkus-hisgirlfriday
STAN,Romance,17again,69,stan-17again
BAILIFF,Crime,fatalinstinct,29,bailiff-fatalinstinct
CAPTAIN,Thriller,soimarriedanaxemurderer,70,captain-soimarriedanaxemurderer
MRS. MORITZ,Sci-Fi,frankenstein,28,mrs._moritz-frankenstein
SPECIAL AGENT HARRIS,Mystery,buried,39,special_agent_harris-buried
ROPER,Drama,metro,1216,roper-metro
RAMBO,Action,rambofirstbloodiithemission,413,rambo-rambofirstbloodiithemission
PAUL,Action,dune,733,paul-dune
JENNA,Thriller,pi,29,jenna-pi
(MORE),Crime,smokinaces,32,(more)-smokinaces
SAMANTHA,Romance,17again,46,samantha-17again
VALJEAN,Romance,lesmiserables,783,valjean-lesmiserables
BIG SISTER,Romance,pianothe,22,big_sister-pianothe
UBERMAN,Animation,megamind,34,uberman-megamind
HARRY,Fantasy,itsawonderfullife,84,harry-itsawonderfullife
FAMBROUGH,Adventure,danceswithwolves,62,fambrough-danceswithwolves
KEVIN,Animation,despicableme2,23,kevin-despicableme2
AUFIDIUS,Thriller,coriolanus,43,aufidius-coriolanus
PETE,Comedy,charliesangels,47,pete-charliesangels
FATHER REILLY,Thriller,darkknightrisesthe,30,father_reilly-darkknightrisesthe
SUSAN (ON TV),Mystery,copycat,21,susan_(on_tv)-copycat
ELIZABETH SWANN,Comedy,piratesofthecaribbeandeadmanschest,229,elizabeth_swann-piratesofthecaribbeandeadmanschest
"""PROLOGUE""",Drama,anonymous,22,"""prologue""-anonymous"
CRUIKSHANK,Mystery,charade,54,cruikshank-charade
SIDDONS,Biography,doorsthe,74,siddons-doorsthe
BELINDA,Drama,ali,153,belinda-ali
FOREMAN,Musical,lesmiserables,37,foreman-lesmiserables
TATIANA,Drama,hotelrwanda,239,tatiana-hotelrwanda
HUGH LANG,Drama,flight,62,hugh_lang-flight
CARABINIERE,Thriller,avventuraltheadventure,38,carabiniere-avventuraltheadventure
RUTH,Comedy,intolerablecruelty,133,ruth-intolerablecruelty
HENDRICKS,Thriller,jaws2,159,hendricks-jaws2
DR. MALLORY,Comedy,hospitalthe,40,dr._mallory-hospitalthe
MARLENA,Romance,waterforelephants,108,marlena-waterforelephants
(BEAT),Drama,socialnetworkthe,82,(beat)-socialnetworkthe
STARLING (cont'd),Horror,hannibal,41,starling_(cont'd)-hannibal
THE KID,Adventure,princessbridethe,119,the_kid-princessbridethe
JAR JAR,Adventure,starwarsattackoftheclones,82,jar_jar-starwarsattackoftheclones
FIGURE,Action,lostinspace,26,figure-lostinspace
WILLIAM,Comedy,almostfamous,1216,william-almostfamous
PLEXOR,Sci-Fi,tronlegacy,262,plexor-tronlegacy
MARILYN,Mystery,manhattanmurdermystery,27,marilyn-manhattanmurdermystery
KIRK,Comedy,shesoutofmyleague,939,kirk-shesoutofmyleague
VIVIAN WU,Action,charliesangels,71,vivian_wu-charliesangels
BOB,Comedy,wildhogs,104,bob-wildhogs
DUFFY,Thriller,boondocksaints2allsaintsday,116,duffy-boondocksaints2allsaintsday
ERNESTNIOR,Drama,brokenembraces,36,ernestnior-brokenembraces
PILOT,Drama,lordofwar,26,pilot-lordofwar
ULLMAN,Horror,shiningthe,274,ullman-shiningthe
SOLLOZZO,Drama,godfather,158,sollozzo-godfather
JUAN,Comedy,freaked,87,juan-freaked
KATHLEEN (cont'd),Comedy,youvegotmail,21,kathleen_(cont'd)-youvegotmail
HEDRA (voice over),Drama,singlewhitefemale,31,hedra_(voice_over)-singlewhitefemale
MRS. GUMP,Comedy,forrestgump,128,mrs._gump-forrestgump
RAY,Drama,ciderhouserulesthe,35,ray-ciderhouserulesthe
COLIN,Drama,44inchchest,667,colin-44inchchest
TREVOR,Drama,maxpayne,28,trevor-maxpayne
EXLEY,Mystery,laconfidential,743,exley-laconfidential
LEONARD,Drama,memento,913,leonard-memento
PAUL,Thriller,jurassicparkiii,315,paul-jurassicparkiii
GOWER,Drama,itsawonderfullife,53,gower-itsawonderfullife
LINDA,Drama,buried,52,linda-buried
KUMAR (O.C.),Adventure,haroldandkumargotowhitecastle,40,kumar_(o.c.)-haroldandkumargotowhitecastle
BOB,Thriller,colorofnight,163,bob-colorofnight
DOC FELIX,Thriller,machete,47,doc_felix-machete
NURSE,Romance,amour,46,nurse-amour
ELIAS,Drama,platoon,229,elias-platoon
LIN,Drama,2012,29,lin-2012
KAMAROV,Adventure,prometheus,29,kamarov-prometheus
GRANTAIRE,Musical,lesmiserables,45,grantaire-lesmiserables
VEERS,Sci-Fi,starwarstheempirestrikesback,25,veers-starwarstheempirestrikesback
LUDLOW (cont'd),Horror,jurassicparkthelostworld,61,ludlow_(cont'd)-jurassicparkthelostworld
WIZARD,Musical,wizardofozthe,187,wizard-wizardofozthe
KLAATU,Sci-Fi,daytheearthstoodstillthe,760,klaatu-daytheearthstoodstillthe
NARRATOR,Comedy,hospitalthe,60,narrator-hospitalthe
SPUNKMEYER,Thriller,aliens,22,spunkmeyer-aliens
PIPPIN,Action,lordoftheringsreturnoftheking,122,pippin-lordoftheringsreturnoftheking
MUM,Crime,snatch,31,mum-snatch
COP #1,Comedy,threemenandababy,27,cop_#1-threemenandababy
KORBEN,Romance,fifthelementthe,879,korben-fifthelementthe
GEKKO,Crime,wallstreet,1110,gekko-wallstreet
LEILA,Sci-Fi,repoman,102,leila-repoman
THIS THING...,Drama,dawnofthedead,38,this_thing...-dawnofthedead
MUNTZ,Adventure,up,184,muntz-up
FEMALE DEEJAY,Crime,grossepointblank,23,female_deejay-grossepointblank
